,REFERENCE: doi,NAME,FORMULA,Family,PROPERTY: Material Family,IDENTIFIER: sampleid,IDENTIFIER: paperid,IDENTIFIER: figureid,PROPERTY: Temperature (K),PROPERTY: Seebeck coefficient (V/K),PROPERTY: Thermal conductivity (W*m^(-1)*K^(-1)),PROPERTY: Power factor (W*m^(-1)*K^(-2)),PROPERTY: ZT (-),PROPERTY: Electrical conductivity (S*m^(-1)),PROPERTY: sigma_E_0,PROPERTY: log sigma_E_0,PROPERTY: quality_factor,PROPERTY: log quality_factor,inexpensive,non-toxic,n_elements,electron_count,PROPERTY: Seebeck coefficient (muV/K),|S|(muV/K),,L,L*sigma*T,Electronic thermal conductivity,Lattice thermal conductivity,
33883,10.1109/ict.2007.4569432,AgTl3Te2,Tl3AgTe2,Toxic,,16136,9088,13683,300,2.81E-05,1.473084655,4.67E-05,0.013582571,65286.98897,6478.905563,3.81150165,0.014290406,,1,FALSE,3,31,28.1,28.1,0.784866704,2.284866704,2.28487E-08,0.447516202,1.025568453,
33863,10.1007/s11664-010-1436-5,LaGd1.03S3,La1Gd1.03S3,,,8204,11102,6716,300,-4.49E-05,1.083892133,,0.02470609,40808.82353,6499.123969,3.812854821,0.017925554,,1,TRUE,3,0,-44.9,44.9,0.679044263,2.179044263,2.17904E-08,0.266772698,0.817119435,
33860,10.1021/acsami.5b08011,Cu2.1Zn0.9SnSe4,Zn0.9Cu2.1Sn1Se4,Toxic,,14330,5707,12130,300,0.000118321,0.832486214,,0.074128528,12802.85775,6499.788375,3.812899217,0.018999203,,1,TRUE,4,0,118.321,118.321,0.360591832,1.860591832,1.86059E-08,0.071462678,0.761023536,
33859,10.1039/c3ce40334c,3.334027778,InCuTe2,Toxic,,27264,735,21913,300,0.000239363,3.828452954,0.000165466,0.011911397,2995.583918,6500.523688,3.812948345,0.003796608,,1,FALSE,3,25,239.363,239.363,0.127011945,1.627011945,1.62701E-08,0.014621552,3.813831402,
33858,10.1016/j.jallcom.2014.02.060,x=0.18,Zn3.82In0.18Sb3,,,17487,9699,14891,300,4.44E-05,0.785052125,,0.288392371,41376.29388,6501.452875,3.813010419,0.028708455,,1,TRUE,3,53,44.4,44.4,0.681977495,2.181977495,2.18198E-08,0.270846426,0.514205699,
33839,10.1016/j.jallcom.2011.06.113,Mn113/Sm0.02,Ca0.98Sm0.02Mn1O3,Perovskite,,24668,1689,19993,300,-0.000150516,1.772599101,,0.109453532,8595.260765,6516.375125,3.814006077,0.008400279,,1,TRUE,4,0,-150.516,150.516,0.273199843,1.773199843,1.7732E-08,0.045723345,1.726875756,
33837,10.1007/s11664-014-3103-8,H1,Mg2Si,Mg2Si,Mg2Si,8662,2586,7131,300,-0.000420523,5.533340235,,0.003383497,365.8537354,6517.093125,3.814053927,0.002624594,,1,TRUE,2,8,-420.523,420.523,0.026643814,1.526643814,1.52664E-08,0.001675585,5.53166465,
33834,10.1007/s11664-015-4131-8,Cu2ZnGe0.95In0.05Se4,Zn1In0.05Cu2Ge0.95Se4,Toxic,,14983,10921,12691,300,0.000109138,2.550193653,,0.031756654,14474.61924,6521.480688,3.814346213,0.005884307,,1,TRUE,5,0,109.138,109.138,0.390297962,1.890297962,1.8903E-08,0.08208403,2.468109623,
33828,10.1063/1.3003065,R=Dy,Ca0.9Dy0.1Mn1O3,Perovskite,,25963,1977,20897,300,-8.2E-05,2.63286385,0.000142139,0.016844833,21148.76092,6529.183563,3.814858879,0.005805628,,1,TRUE,4,0,-82,82,0.49317236,1.99317236,1.99317E-08,0.126459377,2.506404473,
33827,10.1021/ja207159j,hot-pressed CCTSe_parallel,Cd0.8Cu2.1Sn1Se3.4,Toxic,,13817,3489,11545,300,9.16E-05,1.635258652,0.00015404,0.030485052,18405.17752,6529.339375,3.814869242,0.009523942,,1,FALSE,4,0,91.6,91.6,0.45400132,1.95400132,1.954E-08,0.107891224,1.527367428,
33823,10.1063/1.4979816,Ti0.99Mn0.01NiSn,Ti1.01Mn0.01Ni0.93Sn1.05,Half-heusler,Half-Heusler,20842,21245,17356,300,-7.74E-05,6.378019092,0.000241779,0.02755102,22660.00384,6532.565125,3.815083748,0.002332348,,1,TRUE,4,17,-77.4,77.4,0.513122136,2.013122136,2.01312E-08,0.136852066,6.241167026,
33817,10.1515/msp-2016-0098,PbS,PbS,,,2584,18574,1670,300,0.000110623,1.941603047,0.000693567,0.107458617,14230.28705,6537.741313,3.815427732,0.007821786,,1,FALSE,2,0,110.623,110.623,0.38533332,1.88533332,1.88533E-08,0.080486503,1.861116544,
33805,10.1088/0022-3727/44/15/155406,YbZn2P2,Yb(ZnP)2,,,6398,3286,5056,300,0.000107525,2.081967213,0.049548484,0.023113208,14842.86552,6546.341,3.815998624,0.007297765,,1,TRUE,3,0,107.525,107.525,0.39576303,1.89576303,1.89576E-08,0.084415667,1.997551546,
33796,10.1021/ja207159j,hot-pressed CCTSe_perpendicular,Cd0.8Cu2.1Sn1Se3.4,Toxic,,13818,3489,11545,300,9.19E-05,1.673430095,0.000154609,0.029540098,18398.62119,6561.745813,3.817019403,0.009336944,,1,FALSE,4,0,91.9,91.9,0.452828696,1.952828696,1.95283E-08,0.107788066,1.565642029,
33792,10.1021/cm901766y,Dy_0.1,Ca0.9Dy0.1Mn1O3,Perovskite,,26969,587,21661,300,-8.23E-05,2.440634788,0.000140834,0.038534498,21176.27712,6567.988563,3.817432388,0.006325598,,1,TRUE,4,0,-82.3,82.3,0.491898562,1.991898562,1.9919E-08,0.126542988,2.3140918,
33785,10.1007/s11664-014-3008-6,x=0,Ga3Fe,,,19917,2566,16683,300,-0.000350403,4.040049226,,0.000558385,833.3333333,6577.745313,3.818077054,0.003630469,,1,TRUE,2,17,-350.403,350.403,0.048766313,1.548766313,1.54877E-08,0.003871916,4.03617731,
33781,10.1039/c4dt02206h,y=0.2,Ca5Al1.7Zn0.1In0.2Sb6,,,6253,784,4941,300,0.000112094,,,0.034306595,14077.15367,6593.09775,3.819089515,,,1,TRUE,5,46,112.094,112.094,0.380477747,1.880477747,1.88048E-08,0.079415323,-0.079415323,
33770,10.1021/cm5004559,"LNS-12S,O",La1.14Nb1S3.14,,,6685,617,5314,300,2.48E-05,2.017289788,4.82E-05,0.0069295,75620.01107,6607.535531,3.820039507,0.009966372,,1,TRUE,3,0,24.8,24.8,0.80751544,2.30751544,2.30752E-08,0.523483029,1.493806759,
33751,10.1007/s11664-015-3700-1,BiCuSeO,CuBiSeO,Toxic,,20893,2654,17392,300,0.000463843,1.093720133,4.89E-05,0.014963964,225.1069188,6629.118875,3.821455807,0.013515013,,1,FALSE,4,0,463.843,463.843,0.018340445,1.518340445,1.51834E-08,0.001025367,1.092694766,
33747,10.1016/j.jmst.2014.01.002,Dy 0.04,Ca0.96Dy0.04Mn1O3,Perovskite,,26481,2987,21293,300,-0.000146263,3.344524094,0.000205551,0.013474825,9216.504891,6634.342188,3.821797868,0.004483415,,1,TRUE,4,0,-146.263,146.263,0.283402273,1.783402273,1.7834E-08,0.049310207,3.295213887,
33734,10.1557/jmr.2006.0055,TiS2,TiS2,Chalcogenide,,7304,2874,5865,300,-0.000236908,3.036743752,,0.016951526,3152.24332,6647.237063,3.822641167,0.004900408,,1,TRUE,2,0,-236.908,236.908,0.129728646,1.629728646,1.62973E-08,0.015411904,3.021331848,
33729,10.1088/0022-3727/45/11/115302,8% GeTe,Ag0.33672Ge0.08Sb0.51336Te1,Toxic,,16819,3292,14321,300,0.000116865,0.980311518,0.0001824,0.059262996,13346.97915,6650.185875,3.822833784,0.016338826,,1,FALSE,4,12,116.865,116.865,0.365146405,1.865146405,1.86515E-08,0.074682211,0.905629307,
33719,10.1016/j.physleta.2005.08.039,(a),TiS2,Chalcogenide,,7557,4924,6127,300,-0.000239219,3.048165813,,0.01712299,3074.824775,6661.463375,3.823569644,0.00489178,,1,TRUE,2,0,-239.219,239.219,0.127169713,1.627169713,1.62717E-08,0.015009785,3.033156028,
33709,10.1111/j.1551-2916.2010.03673.x,CMO-2s (SSR),Ca0.96Gd0.04Mn1O3,Perovskite,,24696,3454,20027,300,-0.000162416,2.85288507,,0.019027486,7626.248445,6676.404125,3.824542617,0.005285222,,1,TRUE,4,0,-162.416,162.416,0.246562953,1.746562953,1.74656E-08,0.039959169,2.812925901,
33704,10.1016/s1002-0721(12)60374-3,x=0.10,Ca0.9Pr0.1Mn1O3,Perovskite,,26489,3345,21298,300,-8.32E-05,1.806807156,,0.031897106,21263.15789,6683.052875,3.824974897,0.008866778,,1,TRUE,4,0,-83.2,83.2,0.488096875,1.988096875,1.9881E-08,0.126819653,1.679987503,
33691,10.2320/matertrans.e-m2009803,Tl2Te3,Tl2Te3,Toxic,,14988,4001,12690,300,0.000606577,0.384615385,1.6E-05,0.014732617,43.40781941,6698.867625,3.826001396,0.038820408,,1,FALSE,2,24,606.577,606.577,0.005358281,1.505358281,1.50536E-08,0.000196033,0.384419352,
33676,10.1039/c4ta01250j,Cu1.8S,Cu1.8S1,,,7210,2788,5784,300,6.92E-06,3.123132289,1.1E-05,0.001846154,274908.2476,6710.828422,3.826776135,0.013440945,,1,TRUE,2,0,6.92,6.92,0.942089336,2.442089336,2.44209E-08,2.0140515,1.109080789,
33666,10.1016/j.jallcom.2006.08.368,y=0.3,Co1Sn0.3Sb2.7,,,3571,1567,2405,300,1.46E-05,3.430593911,,0.00170582,130789.3821,6726.875656,3.8278134,0.00604174,,1,TRUE,3,23,14.6,14.6,0.881736457,2.381736457,2.38174E-08,0.934517519,2.496076392,
33663,10.1007/s11664-010-1474-z,(a)x=0,TiS2,Chalcogenide,,8208,11118,6729,300,-0.000239301,3.107459011,0.000171935,0.016687952,3104.2427,6731.596313,3.828118064,0.004848733,,1,TRUE,2,0,-239.301,239.301,0.127079849,1.627079849,1.62708E-08,0.015152552,3.092306459,
33654,10.1039/c3ce40334c,CuInTe2,InCuTe2,Toxic,,27261,735,21913,300,0.000253666,3.868588103,0.000177799,0.015267215,2630.600667,6744.967625,3.828979869,0.003896513,,1,FALSE,3,25,253.666,253.666,0.112278166,1.612278166,1.61228E-08,0.01272378,3.855864323,
33638,10.1016/j.intermet.2014.06.014,Cu2Cd1-xZnxSnSe4_x=0.6,Zn0.6Cd0.4Cu2Sn1Se4,Toxic,,13142,1276,10983,300,0.000157659,2.293755281,0.000202145,0.027385838,8188.310305,6769.248125,3.830540433,0.006696753,,1,FALSE,5,0,157.659,157.659,0.256884346,1.756884346,1.75688E-08,0.043157743,2.250597538,
33636,10.1063/1.2938748,(a)S0#,TiS2,Chalcogenide,,7007,1964,5595,300,-0.00023843,3.016865668,,0.017301547,3155.806077,6774.280125,3.830863151,0.005027138,,1,TRUE,2,0,-238.43,238.43,0.128037635,1.628037635,1.62804E-08,0.015413313,3.001452355,
33635,10.1016/j.ceramint.2014.08.033,M-3h,Ca0.9Yb0.1Mn1O3,Perovskite,,24638,529,19971,300,-9E-05,2.151505392,0.000156378,0.027109974,19530.96254,6774.458125,3.830874563,0.007410932,,1,TRUE,4,0,-90,90,0.460306794,1.960306794,1.96031E-08,0.114860036,2.036645356,
33629,10.1007/s11664-010-1436-5,LaGd1.01S3,La1Gd1.01S3,,,8202,11102,6716,300,-6.3E-05,0.876346696,,0.043653869,29838.70968,6793.8535,3.832116178,0.022071356,,1,TRUE,3,0,-63,63,0.580942527,2.080942527,2.08094E-08,0.18627792,0.690068776,
33625,10.1016/j.ssc.2005.04.029,(a),TiS2,Chalcogenide,,7570,5296,6141,300,-0.000239797,3.064468302,,0.016817119,3118.189438,6800.912,3.832567155,0.004967813,,1,TRUE,2,0,-239.797,239.797,0.126537633,1.626537633,1.62654E-08,0.015215557,3.049252745,
33600,10.1016/j.ssc.2013.03.013,x=0.15,Bi2Se0.15S2.85,Toxic,,7576,5318,6146,300,-0.000438022,0.663650362,6.08E-05,0.029964664,312.6064084,6822.240625,3.833927033,0.02294944,,1,FALSE,3,0,-438.022,438.022,0.02291298,1.52291298,1.52291E-08,0.001428217,0.662222145,
33599,10.1007/s11664-010-1436-5,LaGdS3,LaGdS3,,,8201,11102,6716,300,-6.51E-05,1.017596891,,0.032709733,28906.25,6823.043063,3.833978112,0.018222023,,1,TRUE,3,0,-65.1,65.1,0.570520089,2.070520089,2.07052E-08,0.179552914,0.838043977,
33585,10.1063/1.4913967,x=0.6,Nb0.6Te2Mo0.4,Toxic,,13713,206,11448,300,1.35E-05,4.174043374,,0.001878317,143519.6193,6837.910406,3.834923406,0.00486676,,1,FALSE,3,17,13.5,13.5,0.890137521,2.390137521,2.39014E-08,1.029094881,3.144948493,
33582,10.1007/s11664-014-3075-8,x=3.2,Cu2Sn1Hg1Te0.8Se3.2,Toxic,,14349,2592,12159,300,0.00013244,0.846474805,1.917174427,0.068514963,11275.49407,6843.456875,3.835275535,0.019389563,,1,FALSE,5,0,132.44,132.44,0.319268085,1.819268085,1.81927E-08,0.06153944,0.784935365,
33575,10.1021/cm403345a,x=0,Eu11(CdSb2)6,,,5995,611,4718,300,0.000116441,0.814719932,,0.060571429,13824.74837,6850.717063,3.835736031,0.02066757,,1,FALSE,3,0,116.441,116.441,0.36648352,1.86648352,1.86648E-08,0.077410995,0.737308937,
33574,10.1063/1.2786027,(a),TiS2,Chalcogenide,,6989,1949,5594,300,-0.000240649,3.00771071,0.000173712,0.017261905,3110.820941,6852.595188,3.835855077,0.005100415,,1,TRUE,2,0,-240.649,240.649,0.125611641,1.625611641,1.62561E-08,0.01517096,2.99253975,
33568,10.1063/1.3679561,Nd0.85Ca0.15CoO3,Ca0.15Nd0.85Co1O3,Perovskite,,25016,10444,20280,300,0.000108961,0.530375878,,0.10997323,15261.47658,6859.978188,3.836322735,0.03436454,,1,TRUE,4,0,108.961,108.961,0.390893957,1.890893957,1.89089E-08,0.086573502,0.443802376,
33563,10.1016/j.intermet.2014.06.014,Cu2Cd1-xZnxSnSe4_x=1,ZnCu2SnSe4,Toxic,,13146,1276,10983,300,0.000108905,3.509209029,0.00018294,0.015838436,15287.15993,6866.360813,3.836726621,0.004468246,,1,TRUE,4,0,108.905,108.905,0.39108271,1.89108271,1.89108E-08,0.086727851,3.422481178,
33560,10.1142/s1793604714500143,1648K,Sr0.9Gd0.1Ti1O3,Perovskite,,27610,974,22181,300,-8.95E-05,4.759385985,0.000164493,0.011598232,19939.57704,6868.7885,3.836880144,0.003296597,,1,TRUE,4,0,-89.5,89.5,0.462295157,1.962295157,1.9623E-08,0.117382006,4.642003979,
33544,10.1143/apex.5.031801,x=0,Yb14Mn1.05Sb11,Zintl,,5878,245,4611,300,9.86E-05,0.898558524,,0.05209159,17599.95005,6880.513313,3.837620839,0.019227406,,1,TRUE,3,0,98.6,98.6,0.427414932,1.927414932,1.92741E-08,0.10176722,0.796791304,
33541,10.1016/j.jssc.2013.03.024,x=0.15,Hf0.5Zr0.5Co0.4Sn0.15Sb0.85Rh0.6,Half-heusler,,11869,3411,9820,300,4.06E-05,3.149758114,8.19E-05,0.008045751,47975.3002,6885.331375,3.837924847,0.005437929,,0,TRUE,6,17,40.6,40.6,0.70468809,2.20468809,2.20469E-08,0.317311719,2.832446395,
33540,10.1039/c3ta11457k,"Cux+yBi5-ySe8 (x=1.3, y=0.2)",Cu1.5Bi4.8Se8,Toxic,,13557,2764,11334,300,-0.00012581,0.581670499,,0.102324529,12332.46315,6887.48425,3.838060619,0.029795649,,1,FALSE,3,0,-125.81,125.81,0.338047465,1.838047465,1.83805E-08,0.068002958,0.513667541,
33539,10.2320/matertrans.e-mra2007837,Ag9TlTe5.05,Tl1Ag9Te5.05,Toxic,,14965,3982,12674,300,0.000361883,0.221528611,9.3E-05,0.136467573,763.7195773,6887.936313,3.838089123,0.070362718,,1,FALSE,3,123,361.883,361.883,0.044171255,1.544171255,1.54417E-08,0.003537941,0.21799067,
33530,10.1016/j.ceramint.2014.07.028,CDM,Ca0.98Dy0.02Mn1O3,Perovskite,,24627,526,19961,300,-0.000194904,2.861809045,0.000223237,0.029960152,5350.280856,6893.736063,3.838454652,0.005415824,,1,TRUE,4,0,-194.904,194.904,0.18633542,1.68633542,1.68634E-08,0.027067104,2.834741941,
33529,10.1002/pssa.200723497,y=0,Mg2Si0.6Sn0.4,Mg2Si,Mg2Si,9298,4513,7648,300,-0.000197088,2.284138369,,0.027231196,5214.899713,6894.6295,3.838510933,0.006800087,,1,TRUE,3,8,-197.088,197.088,0.182859993,1.682859993,1.68286E-08,0.026327838,2.257810531,
33523,10.1063/1.3505756,Ca1?̻̠xSrxMn0.98Mo0.02O3_x=0,Ca1Mn0.98Mo0.02O3,Perovskite,,27315,10427,21948,300,-0.000107622,2.390798291,0.000177294,0.022258867,15627.50471,6901.266625,3.838928806,0.006676353,,1,TRUE,4,0,-107.622,107.622,0.395432229,1.895432229,1.89543E-08,0.088862628,2.301935663,
33522,10.1016/j.jcrysgro.2016.01.012,PTS-3_1.6cm,Tl0.04Te0.85Pb0.96Se0.15,Toxic,,2815,10573,1865,300,0.000125293,1.51166,,0.042718447,12439.02439,6901.584813,3.838948829,0.010645283,,1,FALSE,4,0,125.293,125.293,0.33955747,1.83955747,1.83956E-08,0.068646901,1.443013099,
33515,10.1039/c4dt02206h,x=0.2,Ca5Al1.8In0.2Sb6,,,6248,784,4941,300,0.00039126,,,0.015253571,545.0906109,6913.679063,3.839709215,,,1,TRUE,4,46,391.26,391.26,0.034288988,1.534288988,1.53429E-08,0.00250898,-0.00250898,
33514,10.1557/jmr.2015.124,sample 2,Ge4SbTe5,Toxic,,14475,2913,12267,300,0.000157048,1.146868716,,0.074125372,8429.930292,6917.733063,3.8399638,0.01396295,,1,FALSE,3,51,157.048,157.048,0.258240988,1.758240988,1.75824E-08,0.044465547,1.102403169,
33513,10.1016/j.matdes.2019.108263,Bi0.9Sm0.1CuSeO,Sm0.1Cu1Bi0.9Se1O1,Toxic,,26323,21581,21183,300,0.000157384,0.950207469,0.000205685,0.064500359,8396.745689,6918.464625,3.840009725,0.016988542,,1,FALSE,5,0,157.384,157.384,0.257494062,1.757494062,1.75749E-08,0.044271692,0.905935777,
33509,10.1016/j.jallcom.2009.04.144,"0,0",Ca3Co4O9,,,24884,1629,20183,300,0.000150781,1.930327869,,0.039066148,9106.708377,6926.465438,3.840511671,0.008193544,,1,TRUE,3,0,150.781,150.781,0.272576436,1.772576436,1.77258E-08,0.04842701,1.881900859,
33502,10.1039/c4dt02206h,x=1.0,Ca5AlInSb6,Antimonide,,6249,784,4941,300,0.000429609,,,0.019413399,350.3922206,6935.580188,3.841082797,,,1,TRUE,4,46,429.609,429.609,0.024636508,1.524636508,1.52464E-08,0.001602662,-0.001602662,
33495,10.1016/j.jallcom.2006.08.368,y=0.4,Co1Sn0.4Sb2.6,,,3572,1567,2405,300,9.56E-06,2.986362687,,0.00142478,205984.4809,6945.018734,3.841673422,0.010437354,,1,TRUE,3,23,9.56,9.56,0.920890822,2.420890822,2.42089E-08,1.495997818,1.490364869,
33494,10.1109/ict.2007.4569439,Yb_x=0.2,Ca0.8Yb0.2Mn1O3,Perovskite,,27190,9094,21859,300,-7.06E-05,1.413241823,0.000137954,0.037123649,26835.01684,6945.175438,3.841683221,0.012418667,,1,TRUE,4,0,-70.6,70.6,0.544100836,2.044100836,2.0441E-08,0.164560441,1.248681382,
33493,10.1021/ic5014945,"M=Zn, u=0.0085",Zn0.0085Cu1.6915Bi4.7Se8,Toxic,,13056,1188,10909,300,-7.33E-05,0.564020371,0.000138741,0.061417843,25713.35873,6945.48875,3.841702812,0.038208128,,1,FALSE,4,0,-73.3,73.3,0.53158267,2.03158267,2.03158E-08,0.156716442,0.407303929,
33482,10.1016/j.physb.2014.08.016,LCOA10,La2Cu1Ag0.1O4,,,25803,4454,20791,300,0.000228312,3.555306245,,0.01664796,3647.170955,6955.99075,3.842358996,0.004379943,,1,TRUE,4,0,228.312,228.312,0.139707141,1.639707141,1.63971E-08,0.017940877,3.537365368,
33478,10.1021/acs.chemmater.5b03365,"x=1.00,Out",La1.14Nb1S3.14,,,6723,643,5346,300,2.52E-05,2.049583418,5.05E-05,0.006171319,78261.8426,6962.673094,3.842776005,0.010403851,,1,TRUE,3,0,25.2,25.2,0.804735699,2.304735699,2.30474E-08,0.541118588,1.50846483,
33471,10.1007/s11664-016-4365-0,x=1.00,Mn2.7Al1Cr0.3In1Si4,,,21538,10956,17897,300,-1.11E-05,4.477567354,4.05E-05,0.002827154,178163.3245,6974.181969,3.843493275,0.004888244,,1,TRUE,5,42,-11.1,11.1,0.908745997,2.408745997,2.40875E-08,1.287450584,3.19011677,
33434,10.1063/1.3607976,x=0.00,Ca5(AlSb3)2,Antimonide,Antimonide,13608,10264,11368,300,0.000381569,1.344055944,,0.011736259,618.107631,7005.681063,3.845450362,0.011635911,,1,TRUE,3,46,381.569,381.569,0.037276658,1.537276658,1.53728E-08,0.002850607,1.341205337,
33415,10.3938/jkps.63.2153,Mg2Si0.3Sn0.7,Mg2Si0.3Sn0.7,Mg2Si,Mg2Si,9153,3575,7532,300,0.000332479,1.771821977,,0.019628781,1096.832994,7031.319375,3.847036825,0.008865565,,1,TRUE,3,8,332.479,332.479,0.056914891,1.556914891,1.55691E-08,0.005123027,1.76669895,
33409,10.1002/chem.201102331,M-Ge,Ge0.067Sb0.667Te0.266,Toxic,,13750,557,11481,300,-6.71E-06,9.39790861,,0.000411068,297552.2359,7043.177422,3.847768629,0.002172842,,1,FALSE,3,5,-6.71,6.71,0.943796387,2.443796387,2.4438E-08,2.181471237,7.216437373,
33408,10.1063/1.4952982,"BLST-16, HP",AgBi(Te9Pb8)2,Toxic,,12367,10403,10249,300,-0.000124446,1.079479378,,0.087136929,12832.6426,7044.154,3.847828842,0.015539245,,1,FALSE,4,187,-124.446,124.446,0.342045898,1.842045898,1.84205E-08,0.07091495,1.008564428,
33394,10.1016/j.physleta.2005.08.039,(b),Nd0.025Ti1S2,,,7558,4924,6127,300,-0.000170734,2.318598084,,0.027395432,7297.358867,7058.089438,3.848687157,0.006890467,,1,TRUE,3,0,-170.734,170.734,0.229501703,1.729501703,1.7295E-08,0.037862384,2.2807357,
33380,10.1016/j.matdes.2019.108263,Bi0.94Sm0.06CuSeO,Sm0.06Cu1Bi0.94Se1O1,Toxic,,26321,21581,21183,300,0.000202954,0.924273859,0.000206329,0.067055394,4995.24193,7076.581063,3.849823486,0.017515203,,1,FALSE,5,0,202.954,202.954,0.173842867,1.673842867,1.67384E-08,0.02508375,0.899190109,
33375,10.1002/pssr.201004193,(B),Yb14Mn1.05Sb11,Zintl,,6407,4501,5067,300,9.89E-05,0.896437496,,0.050699588,18040.66304,7082.165813,3.850166091,0.019905225,,1,TRUE,3,0,98.9,98.9,0.426310977,1.926310977,1.92631E-08,0.104255782,0.792181714,
33374,10.1088/0022-3727/47/11/115303,x=0.02,Ag0.02Pb0.98S1,,,7326,3302,5882,300,7.98E-05,3.542857143,0.000155039,0.01081327,23712.18679,7082.671875,3.850197122,0.00464206,,1,FALSE,3,0,79.8,79.8,0.502614887,2.002614887,2.00261E-08,0.142459135,3.400398008,
33367,10.1109/ict.2006.331285,n=2 Nb20%,Sr3Ti1.6Nb0.4O7,,,28534,9003,22954,300,4.01E-05,,0.000146735,0.012996116,50103.56156,7103.686438,3.851483783,,,1,TRUE,4,0,40.1,40.1,0.707732094,2.207732094,2.20773E-08,0.331845723,-0.331845723,
33360,10.1016/j.intermet.2014.06.014,Cu2Cd1-xZnxSnSe4_x=0.55,Zn0.55Cd0.45Cu2Sn1Se4,Toxic,,13141,1276,10983,300,0.000190153,2.472579351,0.000210687,0.026005226,5835.644965,7108.926125,3.851804001,0.006480089,,1,FALSE,5,0,190.153,190.153,0.194125582,1.694125582,1.69413E-08,0.029658946,2.442920405,
33350,10.1063/1.2362922,Ca0.9Yb0.1MnO3,Ca0.9Yb0.1Mn1O3,Perovskite,Perovskite,18145,1932,15356,300,-7.06E-05,1.723016194,,0.038545842,27555.55556,7129.738719,3.853073615,0.010239697,,1,TRUE,4,0,-70.6,70.6,0.544100836,2.044100836,2.0441E-08,0.168979002,1.554037192,
33345,10.1002/adfm.201601486,x=0.20,Cu1.8Ag0.2Sn1Se3,Toxic,,14506,5989,12311,300,0.000289349,1.210543484,0.000125966,0.042490842,1838.181295,7139.123125,3.853644872,0.013230449,,1,TRUE,4,0,289.349,289.349,0.08254696,1.58254696,1.58255E-08,0.008727025,1.201816459,
33340,10.1007/s11664-013-2581-4,sample#0,TiO2,Oxide,,24014,2482,19464,300,-9.29E-05,2.215388963,0.000172397,0.025566023,19767.44186,7143.454125,3.85390826,0.007578626,,1,TRUE,2,0,-92.9,92.9,0.448941778,1.948941778,1.94894E-08,0.11557678,2.099812183,
33334,10.1039/b914712h,Yb3.8Sm0.2Sb3,Yb3.8Sm0.2Sb3,Antimonide,Antimonide,13437,7722,11225,300,-6.02E-06,3.558789431,,0.018991293,336681.3495,7150.634125,3.854344557,0.014548981,,1,TRUE,3,0,-6.02,6.02,0.949427078,2.449427078,2.44943E-08,2.474029243,1.084760188,
33332,10.1021/ja312474n,Ag1?̻̠xNbxBiSe2_x=0.04,Nb0.04Ag0.96Bi1Se2,Toxic,,26627,3502,21421,300,-8.48E-05,0.721137164,,0.076854766,22214.23067,7155.47475,3.854638454,0.027093685,,1,FALSE,4,0,-84.8,84.8,0.481410721,1.981410721,1.98141E-08,0.132046544,0.58909062,
33323,10.15541/jim20140396,Annealed for 144h,In4Se3,Toxic,,14327,5560,12126,300,-0.000445737,0.736852251,,0.026867005,300.1772642,7164.511938,3.855186611,0.021700316,,1,TRUE,2,0,-445.737,445.737,0.021438641,1.521438641,1.52144E-08,0.001370104,0.735482147,
33322,10.1007/s11664-010-1188-2,In0.25Co3.5Fe0.5Sb12,In0.25Fe0.5Co3.5Sb12,Skutterudite,,4054,2313,2798,300,5.32E-05,2.118256771,0.000105263,0.018185284,37778.26859,7165.803313,3.855264883,0.008540466,,1,TRUE,4,96,53.2,53.2,0.632154982,2.132154982,2.13215E-08,0.241647371,1.8766094,
33305,10.1063/1.2970089,Yb13.6La0.4MnSb11,Yb13.6La0.4Mn1Sb11,Zintl,Zintl,5984,305,4706,300,5.15E-05,0.693011489,,0.030395137,39200.80564,7184.777438,3.85641332,0.036954099,,1,TRUE,4,0,51.5,51.5,0.641487541,2.141487541,2.14149E-08,0.251844111,0.441167378,
33290,10.1007/s11664-010-1286-1,0.000748843,CoSb3,Skutterudite,Skutterudite,5449,10677,4139,300,4.47E-05,1.827969094,8.79E-05,0.0196735,45494.18089,7209.917438,3.857930292,0.01056802,,1,TRUE,2,24,44.7,44.7,0.680216039,2.180216039,2.18022E-08,0.297561429,1.530407665,
33286,10.1007/s11664-015-4083-z,ln-0,Ge(Bi3Te5)2,Toxic,,16336,10910,13833,300,-6.1E-05,0.972131148,0.00010453,0.00922512,32834.67877,7216.709625,3.858339231,0.021125261,,1,FALSE,3,94,-61,61,0.591045623,2.091045623,2.09105E-08,0.205976434,0.766154714,
33274,10.1016/j.intermet.2009.06.005,DD0.08Fe2Ni2Sb12,D1.08Fe2Ni2Sb12,Skutterudite,,3442,1244,2318,300,-7.24E-05,2.232996037,,0.018523959,27141.17101,7226.85025,3.858949056,0.007797785,,1,TRUE,4,0,-72.4,72.4,0.53572306,2.03572306,2.03572E-08,0.165755723,2.067240314,
33270,10.1143/jpsj.80.044704,x=0.08,La1Fe1P1O0.92F0.08,,,25727,3622,20755,300,-3.52E-05,2.948381375,7.18E-05,0.007075205,58127.08549,7227.818406,3.859007233,0.006330613,,1,TRUE,5,0,-35.2,35.2,0.738268074,2.238268074,2.23827E-08,0.390311999,2.558069376,
